"","Number_of_mu_Land_Cultivated_lastyear","Total_Income_From_Crops_lastyear","Value_of_Crops_Consumed_lastyear","Yuan_Spent_Raising_Crops_lastyear","Year","HHid","Province","UR","Total_Value_From_Crops_lastyear","CI","time","ratio","logmu","logratio","Y"
"708",15,5000,300,2000,2,232102014,"Heilongjiang","Rural",5300,"Inland",2,133.244503664224,2.71469474382088,4.89293603241241,8.57548096728674
"709",35,17000,300,8000,5,232102014,"Heilongjiang","Rural",17300,"Inland",3,228.506141102542,3.55820113047182,5.43200061496551,9.75846756081599
"710",40,60000,300,2800,7,232102014,"Heilongjiang","Rural",60300,"Inland",4,69.9825043739065,3.69137633431252,4.24967318191865,11.0070890410887
"711",18,6000,5000,2500,0,232102016,"Heilongjiang","Rural",11000,"Inland",1,138.811771238201,2.89591193827178,4.9338389923049,9.30565964264828
"712",21,12000,0,4000,2,232102016,"Heilongjiang","Rural",12000,"Inland",2,190.385530699667,3.04927304048202,5.24957623734962,9.39267026206875
"713",28,17000,1400,5000,5,232102016,"Heilongjiang","Rural",18400,"Inland",3,178.507675830061,3.3357695763397,5.18519164529078,9.82011137836492
"714",45,20000,1000,0,7,232102016,"Heilongjiang","Rural",21000,"Inland",4,0,3.80888224650863,-2.30258509299405,9.95228247859898
"715",15,5000,600,1200,0,232102017,"Heilongjiang","Rural",5600,"Inland",1,79.9467021985343,2.71469474382088,4.38261024182377,8.63053973370666
"716",21,7500,280,4000,2,232102017,"Heilongjiang","Rural",7780,"Inland",2,190.385530699667,3.04927304048202,5.24957623734962,8.95932447056027
"717",21,5000,0,0,5,232102017,"Heilongjiang","Rural",5000,"Inland",3,0,3.04927304048202,-2.30258509299405,8.51721319121624
"718",20,7000,1000,2800,0,232102019,"Heilongjiang","Rural",8000,"Inland",1,139.930034982509,3.00071981506503,4.94185693518918,8.98720932058385
"719",21,7500,0,2600,2,232102019,"Heilongjiang","Rural",7500,"Inland",2,123.750594954783,3.04927304048202,4.81907595975737,8.92267163276885
"720",17,6000,0,400,5,232102019,"Heilongjiang","Rural",6000,"Inland",3,23.5155790711346,2.83907846350861,3.16190662437433,8.69953141473797
"721",9,3500,1000,2000,0,232102020,"Heilongjiang","Rural",4500,"Inland",1,221.975582685905,2.2082744135228,5.40301778647718,8.41185489773372
"722",20,7800,50,3000,2,232102020,"Heilongjiang","Rural",7850,"Inland",2,149.925037481259,3.00071981506503,5.01080219670897,8.96828154954882
"723",29,15000,5000,8000,5,232102020,"Heilongjiang","Rural",20000,"Inland",3,275.766976904516,3.37073817417745,5.61991878179611,9.90349255252363
"724",25,9000,500,800,2,232102081,"Heilongjiang","Rural",9500,"Inland",2,31.9872051179528,3.22286784613774,3.46845735621979,9.15905760384902
"725",27,12000,0,7000,5,232102081,"Heilongjiang","Rural",12000,"Inland",3,259.163272861903,3.29953372788566,5.55784404295206,9.39267026206875
"726",27,15000,0,7000,7,232102081,"Heilongjiang","Rural",15000,"Inland",4,259.163272861903,3.29953372788566,5.55784404295206,9.61581214672879
"727",15,5000,150,2000,0,232102082,"Heilongjiang","Rural",5150,"Inland",1,133.244503664224,2.71469474382088,4.89293603241241,8.54677141094499
"728",26,18000,80,9800,2,232102082,"Heilongjiang","Rural",18080,"Inland",2,376.77816224529,3.26193531432865,5.93192195814685,9.80256716490432
"729",25,20000,0,9800,5,232102082,"Heilongjiang","Rural",20000,"Inland",3,391.843262694922,3.22286784613774,5.97111709129175,9.90349255252363
"730",25,15000,2000,7000,7,232102082,"Heilongjiang","Rural",17000,"Inland",4,279.888044782087,3.22286784613774,5.63474690505087,9.74097450537399
"731",3,2000,0,1000,2,232102083,"Heilongjiang","Rural",2000,"Inland",2,332.225913621262,1.1314021114911,5.80611615492994,7.60095245829212
"732",4,2400,270,1000,5,232102083,"Heilongjiang","Rural",2670,"Inland",3,249.376558603491,1.41098697371026,5.51936495728465,7.88987120387646
"733",3,3000,0,500,7,232102083,"Heilongjiang","Rural",3000,"Inland",4,166.112956810631,1.1314021114911,5.1132698385321,8.00640090042804
"734",10,3000,50,1000,0,232103002,"Heilongjiang","Rural",3050,"Inland",1,99.9000999000999,2.31253542384721,4.60517118498859,8.02292965594923
"735",10,6400,0,3000,2,232103002,"Heilongjiang","Rural",6400,"Inland",2,299.7002997003,2.31253542384721,5.70311658533544,8.76406889422569
"736",10,9000,0,2000,5,232103002,"Heilongjiang","Rural",9000,"Inland",3,199.8001998002,2.31253542384721,5.2978182410066,9.10499096736774
"737",10,10000,0,2500,7,232103002,"Heilongjiang","Rural",10000,"Inland",4,249.75024975025,2.31253542384721,5.52086173739047,9.21035037192618
"738",30,12000,200,2000,0,232103003,"Heilongjiang","Rural",12200,"Inland",1,66.6444518493835,3.40452517175483,4.20087117546454,9.40919942740907
"739",35,22000,0,4200,2,232103003,"Heilongjiang","Rural",22000,"Inland",2,119.965724078835,3.55820113047182,4.78803929350574,9.99880227778467
"740",15,12000,1000,2000,5,232103003,"Heilongjiang","Rural",13000,"Inland",3,133.244503664224,2.71469474382088,4.89293603241241,9.47271232872178
"741",28,75000,0,7000,7,232103003,"Heilongjiang","Rural",75000,"Inland",4,249.910746162085,3.3357695763397,5.52150390158677,11.2252447258509
"742",17,6500,0,1000,0,232103004,"Heilongjiang","Rural",6500,"Inland",1,58.7889476778366,2.83907846350861,4.07565342751233,8.77957284038077
"743",14,7000,0,2400,2,232103004,"Heilongjiang","Rural",7000,"Inland",2,171.306209850107,2.64617479738412,5.14403623567137,8.8536797136497
"744",10,8000,200,1000,5,232103004,"Heilongjiang","Rural",8200,"Inland",3,99.9000999000999,2.31253542384721,4.60517118498859,9.01190162829994
"745",17,10000,0,3000,7,232103004,"Heilongjiang","Rural",10000,"Inland",4,176.36684303351,2.83907846350861,5.17313300055871,9.21035037192618
"746",18,13000,100,1500,0,232103006,"Heilongjiang","Rural",13100,"Inland",1,83.2870627429206,2.89591193827178,4.42349317434532,9.48037514274789
"747",18,10000,1000,4000,2,232103006,"Heilongjiang","Rural",11000,"Inland",2,222.098833981122,2.89591193827178,5.40357262958205,9.30565964264828
"748",45,20000,400,7000,5,232103006,"Heilongjiang","Rural",20400,"Inland",3,155.52099533437,3.80888224650863,5.04742353409668,9.92329508178108
"749",10,9000,2000,2000,7,232103006,"Heilongjiang","Rural",11000,"Inland",4,199.8001998002,2.31253542384721,5.2978182410066,9.30565964264828
"750",15,0,500,20000,11,232103006,"Heilongjiang","Rural",500,"Inland",5,1332.44503664224,2.71469474382088,7.19484595407465,6.21480807842486
"751",35,12000,100,0,0,232103007,"Heilongjiang","Rural",12100,"Inland",1,0,3.55820113047182,-2.30258509299405,9.40096899601349
"752",30,17000,1000,5000,2,232103007,"Heilongjiang","Rural",18000,"Inland",2,166.611129623459,3.40452517175483,5.11626255191598,9.79813259241842
"753",40,35000,200,5000,5,232103007,"Heilongjiang","Rural",35200,"Inland",3,124.968757810547,3.69137633431252,4.82886364855777,10.4688042024912
"754",50,90000,300,5000,7,232103007,"Heilongjiang","Rural",90300,"Inland",4,99.9800039992002,3.91402100809082,4.60596990611869,11.4108938468242
"755",16,6400,100,1000,0,232103009,"Heilongjiang","Rural",6500,"Inland",1,62.4609618988132,2.77881927199042,4.13614147173927,8.77957284038077
"756",15,8000,500,4000,2,232103009,"Heilongjiang","Rural",8500,"Inland",2,266.489007328448,2.71469474382088,5.58570817406798,9.04783320711509
"757",40,10000,200,2000,5,232103009,"Heilongjiang","Rural",10200,"Inland",3,49.9875031242189,3.69137633431252,3.91377153833748,9.23015280314587
"758",25,22000,500,4000,7,232103009,"Heilongjiang","Rural",22500,"Inland",4,159.936025589764,3.22286784613774,5.07539894982516,10.0212750326271
"759",15,0,300,80000,11,232103009,"Heilongjiang","Rural",300,"Inland",5,5329.78014656895,2.71469474382088,8.58108403033463,5.70411575244632
"760",10,4000,100,1000,0,232103010,"Heilongjiang","Rural",4100,"Inland",1,99.9000999000999,2.31253542384721,4.60517118498859,8.31876664263886
"761",26,15000,1500,5000,2,232103010,"Heilongjiang","Rural",16500,"Inland",2,192.233756247597,3.26193531432865,5.25923217669856,9.71112172047637
"762",60,50000,300,6000,5,232103010,"Heilongjiang","Rural",50300,"Inland",3,99.9833361106482,4.09600984154116,4.60600320004201,10.8257623441574
"763",25,22000,500,4000,7,232103010,"Heilongjiang","Rural",22500,"Inland",4,159.936025589764,3.22286784613774,5.07539894982516,10.0212750326271
"764",55,0,200,80000,11,232103010,"Heilongjiang","Rural",200,"Inland",5,1454.28103981094,4.00914971615887,7.28233568690462,5.29881724158969
"765",20,10000,0,1000,2,232103011,"Heilongjiang","Rural",10000,"Inland",2,49.9750124937531,3.00071981506503,3.91352213105266,9.21035037192618
"766",20,17000,0,2200,5,232103011,"Heilongjiang","Rural",17000,"Inland",3,109.945027486257,3.00071981506503,4.70088962281949,9.74097450537399
"767",20,20000,0,2500,7,232103011,"Heilongjiang","Rural",20000,"Inland",4,124.937531234383,3.00071981506503,4.82861394211139,9.90349255252363
"768",15,30000,500,5000,11,232103011,"Heilongjiang","Rural",30500,"Inland",5,333.11125916056,2.71469474382088,5.80877670071986,10.3254852412787
"769",14,6300,0,1100,0,232103014,"Heilongjiang","Rural",6300,"Inland",1,78.5153461812991,2.64617479738412,4.36456692441441,8.74832078526952
"770",14,8000,0,3000,2,232103014,"Heilongjiang","Rural",8000,"Inland",2,214.132762312634,2.64617479738412,5.36706309829077,8.98720932058385
"771",14,25000,500,5000,11,232103014,"Heilongjiang","Rural",25500,"Inland",5,356.887937187723,2.64617479738412,5.87770199181863,10.1464376527075
"772",10,7000,0,2000,2,232103015,"Heilongjiang","Rural",7000,"Inland",2,199.8001998002,2.31253542384721,5.2978182410066,8.8536797136497
"773",14,10000,0,4000,7,232103015,"Heilongjiang","Rural",10000,"Inland",4,285.510349750178,2.64617479738412,5.6546284684299,9.21035037192618
"774",11,50000,1000,5000,11,232103015,"Heilongjiang","Rural",51000,"Inland",5,454.132606721163,2.40694510831829,6.11860941644119,10.8395828724889
"775",17,8700,0,2500,2,232103016,"Heilongjiang","Rural",8700,"Inland",2,146.972369194591,2.83907846350861,4.99092477308138,9.07108979882949
"776",17,14000,100,5000,5,232103016,"Heilongjiang","Rural",14100,"Inland",3,293.944738389183,2.83907846350861,5.68373192715357,9.55393716853969
"777",17,16000,0,4000,7,232103016,"Heilongjiang","Rural",16000,"Inland",4,235.155790711346,2.83907846350861,5.4606733933011,9.68035025120239
"778",10,30000,1000,5000,11,232103016,"Heilongjiang","Rural",31000,"Inland",5,499.5004995005,2.31253542384721,6.21380877805176,10.3417457092685
"779",23,7000,100,4000,0,232103062,"Heilongjiang","Rural",7100,"Inland",1,173.837461973055,3.13983261752775,5.1586958206619,8.86786414743726
"780",23,6000,10000,4500,2,232103062,"Heilongjiang","Rural",16000,"Inland",2,195.567144719687,3.13983261752775,5.27641497435813,9.68035025120239
"781",15,10000,0,5000,5,232103062,"Heilongjiang","Rural",10000,"Inland",3,333.11125916056,2.71469474382088,5.80877670071986,9.21035037192618
"782",8,4000,0,0,7,232103062,"Heilongjiang","Rural",4000,"Inland",4,0,2.09186406167839,-2.30258509299405,8.29407463978953
"783",17,2500,30,500,0,232103063,"Heilongjiang","Rural",2530,"Inland",1,29.3944738389183,2.83907846350861,3.38420291830349,7.83601410663215
"784",17,6000,120,3300,2,232103063,"Heilongjiang","Rural",6120,"Inland",2,194.003527336861,2.83907846350861,5.26839166279119,8.71933371524216
"785",12,9000,0,4000,5,232103063,"Heilongjiang","Rural",9000,"Inland",3,333.055786844296,2.4932054526027,5.80861020894412,9.10499096736774
"786",17,17000,100,300,7,232103063,"Heilongjiang","Rural",17100,"Inland",4,17.636684303351,2.83907846350861,2.87563505430263,9.74683959042687
"787",22,14000,0,3000,0,232103064,"Heilongjiang","Rural",14000,"Inland",1,136.301681054066,3.09557760852371,4.91560406977672,9.54681975142903
"788",30,18000,1000,6000,2,232103064,"Heilongjiang","Rural",19000,"Inland",2,199.933355548151,3.40452517175483,5.29848413038293,9.85219952129262
"789",50,30000,1300,8000,5,232103064,"Heilongjiang","Rural",31300,"Inland",3,159.96800639872,3.91402100809082,5.07559876492192,10.3513765714113
"790",40,30000,100,1000,7,232103064,"Heilongjiang","Rural",30100,"Inland",4,24.9937515621095,3.69137633431252,3.22261887339797,10.3122837729906
"791",21,8400,200,3000,0,232103081,"Heilongjiang","Rural",8600,"Inland",1,142.78914802475,3.04927304048202,4.96206914100772,9.05952911008097
"792",30,14000,2000,6000,2,232103081,"Heilongjiang","Rural",16000,"Inland",2,199.933355548151,3.40452517175483,5.29848413038293,9.68035025120239
"793",30,24000,3000,6000,5,232103081,"Heilongjiang","Rural",27000,"Inland",3,199.933355548151,3.40452517175483,5.29848413038293,10.2035958486833
"794",25,21000,0,3400,7,232103081,"Heilongjiang","Rural",21000,"Inland",4,135.945621751299,3.22286784613774,4.91299028353759,9.95228247859898
"795",10,4000,0,1000,0,232104004,"Heilongjiang","Rural",4000,"Inland",1,99.9000999000999,2.31253542384721,4.60517118498859,8.29407463978953
"796",10,5000,0,2000,2,232104004,"Heilongjiang","Rural",5000,"Inland",2,199.8001998002,2.31253542384721,5.2978182410066,8.51721319121624
"797",10,7000,200,1000,5,232104004,"Heilongjiang","Rural",7200,"Inland",3,99.9000999000999,2.31253542384721,4.60517118498859,8.88185019379659
"798",10,5000,800,1000,7,232104004,"Heilongjiang","Rural",5800,"Inland",4,99.9000999000999,2.31253542384721,4.60517118498859,8.66563043776519
"799",3,1000,1500,500,2,232104008,"Heilongjiang","Rural",2500,"Inland",2,166.112956810631,1.1314021114911,5.1132698385321,7.82408601005631
"800",3,3000,3000,1000,5,232104008,"Heilongjiang","Rural",6000,"Inland",3,332.225913621262,1.1314021114911,5.80611615492994,8.69953141473797
"801",8,5000,1000,1200,7,232104008,"Heilongjiang","Rural",6000,"Inland",4,149.812734082397,2.09186406167839,5.01005335201679,8.69953141473797
"802",6,1500,3000,600,0,232104013,"Heilongjiang","Rural",4500,"Inland",1,99.8336106489185,1.80828877117927,4.60450607200239,8.41185489773372
"803",9,4000,2000,2000,2,232104013,"Heilongjiang","Rural",6000,"Inland",2,221.975582685905,2.2082744135228,5.40301778647718,8.69953141473797
"804",9,0,5000,1500,5,232104013,"Heilongjiang","Rural",5000,"Inland",3,166.481687014428,2.2082744135228,5.11548580180871,8.51721319121624
"805",9,7000,200,2000,7,232104013,"Heilongjiang","Rural",7200,"Inland",4,221.975582685905,2.2082744135228,5.40301778647718,8.88185019379659
"806",2,2000,2000,200,0,232104014,"Heilongjiang","Rural",4000,"Inland",1,99.5024875621891,0.741937344729377,4.60118713980266,8.29407463978953
"807",5,3000,100,1300,5,232104014,"Heilongjiang","Rural",3100,"Inland",3,259.481037924152,1.62924053973028,5.55906893872666,8.03918964801747
"808",7,5000,0,1500,7,232104014,"Heilongjiang","Rural",5000,"Inland",4,213.98002853067,1.96009478404727,5.36634991021092,8.51721319121624
"809",7,3200,500,1000,0,232104015,"Heilongjiang","Rural",3700,"Inland",1,142.65335235378,1.96009478404727,4.9611183323499,8.21611512529412
"810",8,5000,500,1300,2,232104015,"Heilongjiang","Rural",5500,"Inland",2,162.297128589263,2.09186406167839,5.09004474647067,8.61252155287346
"811",8,4000,500,1600,5,232104015,"Heilongjiang","Rural",4500,"Inland",3,199.750312109863,2.09186406167839,5.29756864687672,8.41185489773372
"812",8,5000,1000,2000,7,232104015,"Heilongjiang","Rural",6000,"Inland",4,249.687890137328,2.09186406167839,5.5206121182831,8.69953141473797
"813",8,2200,200,500,0,232104016,"Heilongjiang","Rural",2400,"Inland",1,62.4219725343321,2.09186406167839,4.13551805550874,7.78326568213467
"814",8,2500,100,1000,2,232104016,"Heilongjiang","Rural",2600,"Inland",2,124.843945068664,2.09186406167839,4.82786519727257,7.86330518480841
"815",14,11000,300,5000,5,232104016,"Heilongjiang","Rural",11300,"Inland",3,356.887937187723,2.64617479738412,5.87770199181863,9.3325668542188
"816",14,10000,200,5000,7,232104016,"Heilongjiang","Rural",10200,"Inland",4,356.887937187723,2.64617479738412,5.87770199181863,9.23015280314587
"817",17,7000,300,4000,0,232104019,"Heilongjiang","Rural",7300,"Inland",1,235.155790711346,2.83907846350861,5.4606733933011,8.89564332567279
"818",16,7500,0,3500,2,232104019,"Heilongjiang","Rural",7500,"Inland",2,218.613366645846,2.77881927199042,5.38776204445175,8.92267163276885
"819",17,17000,100,5000,5,232104019,"Heilongjiang","Rural",17100,"Inland",3,293.944738389183,2.83907846350861,5.68373192715357,9.74683959042687
"820",17,10000,10000,6000,7,232104019,"Heilongjiang","Rural",20000,"Inland",4,352.733686067019,2.83907846350861,5.86599680162389,9.90349255252363
"821",6,2000,200,300,0,232104061,"Heilongjiang","Rural",2200,"Inland",1,49.9168053244592,1.80828877117927,3.9123590554462,7.69625809285884
"822",6,1100,1200,1200,2,232104061,"Heilongjiang","Rural",2300,"Inland",2,199.667221297837,1.80828877117927,5.29715279518715,7.74070787923296
"823",7,4000,300,1800,5,232104061,"Heilongjiang","Rural",4300,"Inland",3,256.776034236805,1.96009478404727,5.5485936114684,8.36639355722519
"824",6,4800,0,2500,7,232104061,"Heilongjiang","Rural",4800,"Inland",4,415.973377703827,1.80828877117927,6.03086163341773,8.4763920300123
"825",5,2000,0,500,0,232104063,"Heilongjiang","Rural",2000,"Inland",1,99.8003992015968,1.62924053973028,4.6041736816585,7.60095245829212
"826",5,2000,30,800,2,232104063,"Heilongjiang","Rural",2030,"Inland",2,159.680638722555,1.62924053973028,5.07380186655845,7.61584033190629
"827",5,3000,0,1700,5,232104063,"Heilongjiang","Rural",3000,"Inland",3,339.321357285429,1.62924053973028,5.82724227741264,8.00640090042804
"828",5,4000,200,1000,7,232104063,"Heilongjiang","Rural",4200,"Inland",4,199.600798403194,1.62924053973028,5.29682023842676,8.34286361351183
"829",5,2500,1900,600,2,232104064,"Heilongjiang","Rural",4400,"Inland",2,119.760479041916,1.62924053973028,4.78632839170081,8.38938254692082
"830",5,0,2000,1000,5,232104064,"Heilongjiang","Rural",2000,"Inland",3,199.600798403194,1.62924053973028,5.29682023842676,7.60095245829212
"831",10,5000,0,2000,7,232104064,"Heilongjiang","Rural",5000,"Inland",4,199.8001998002,2.31253542384721,5.2978182410066,8.51721319121624
"832",9,3600,200,1300,0,232104082,"Heilongjiang","Rural",3800,"Inland",1,144.284128745838,2.2082744135228,4.97247730868556,8.2427826611577
"833",8,8000,0,3000,5,232104082,"Heilongjiang","Rural",8000,"Inland",3,374.531835205993,2.09186406167839,5.92594377093182,8.98720932058385
"834",10,6000,0,3000,7,232104082,"Heilongjiang","Rural",6000,"Inland",4,299.7002997003,2.31253542384721,5.70311658533544,8.69953141473797
"835",14,5600,100,1700,0,232104083,"Heilongjiang","Rural",5700,"Inland",1,121.341898643826,2.64617479738412,4.79943594794396,8.6482389975284
"836",10,5000,0,3000,2,232104083,"Heilongjiang","Rural",5000,"Inland",2,299.7002997003,2.31253542384721,5.70311658533544,8.51721319121624
"837",15,30000,10000,4000,5,232104083,"Heilongjiang","Rural",40000,"Inland",3,266.489007328448,2.71469474382088,5.58570817406798,10.5966372330929
